_id,CrashFactId,Name,MinorInjuries,ModerateInjuries,SevereInjuries,FatalInjuries,TcrNumber,CityDamageFlag,ShortFormFlag,Distance,CrashDateTime,PedestrianAction,RoadwaySurface,RoadwayCondition,Lighting,PrimaryCollisionFactor,TrafficControl,Weather,CollisionType,ProximityToIntersection,VehicleInvolvedWith,PedestrianDirectionFrom,PedestrianDirectionTo,DirectionFromIntersection,Comment,SpeedingFlag,HitAndRunFlag,IntersectionNumber,AStreetName,BStreetName,Latitude,Longitude
3120,696067,CR-0000099202,0,0,0,0,23-031-4000,False,True,51.0,1/29/2023 4:00:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,False,False,33758,CAROLYN AV,GARFIELD AV,37.30856511,-121.9061369
3121,712113,CR-0000101480,0,0,0,0,23-254-4001,False,True,51.0,9/10/2023 11:43:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,False,False,33770,CAROLYN AV,LESTER AV,37.3093563,-121.9067113
3122,722002,CR-0000103256,0,0,0,0,24-055-9701,False,True,51.0,2/23/2024 11:55:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Unknown,No Controls Present/Factor,Other,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,West Of,,False,False,74249,HOUNDSHAVEN WY,KNIGHTSHAVEN WY/SPRINGHAVEN CT,37.27050676,-121.8191945
3123,699408,CR-0000100741,0,0,0,0,23-141-4006,False,True,51.0,5/21/2023 1:45:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Broadside,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,True,80409,KNIGHTSHAVEN WY,THORNHAVEN WY,37.27108648,-121.8185514
3124,682471,CR-0000092036,0,0,0,0,22-120-0107,False,False,150.0,4/30/2022 2:59:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Head On,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,West Of,,False,False,80409,KNIGHTSHAVEN WY,THORNHAVEN WY,37.27108648,-121.8185514
3125,683226,CR-0000092783,0,0,0,0,22-094-4005,False,True,51.0,4/3/2022 7:00:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,False,False,80409,KNIGHTSHAVEN WY,THORNHAVEN WY,37.27108648,-121.8185514
3126,682977,CR-0000092546,0,0,0,0,22-165-0099,False,False,310.0,6/14/2022 2:58:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,True,True,102948,RANCHO DR,SEVEN TREES BL,37.28393417,-121.8358701
3127,699205,CR-0000100526,0,0,0,0,23-152-0486,False,False,270.0,6/1/2023 1:29:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Non-Related,Fixed Object,Not Applicable,Not Applicable,South Of,,False,True,102948,RANCHO DR,SEVEN TREES BL,37.28393417,-121.8358701
3128,690844,CR-0000096985,1,0,0,0,23-029-0558,False,False,0.0,1/29/2023 4:00:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Cloudy,Sideswipe,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,102948,RANCHO DR,SEVEN TREES BL,37.28393417,-121.8358701
3129,691052,CR-0000097225,0,0,0,0,23-020-9710,False,True,0.0,1/19/2023 8:30:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,No Controls Present/Factor,Clear,Sideswipe,Intersection,Parked Vehicle,Not Applicable,Not Applicable,At,,False,False,102948,RANCHO DR,SEVEN TREES BL,37.28393417,-121.8358701
3130,723839,CR-0000104235,0,0,0,0,24-140-4001,False,True,51.0,5/8/2024 8:10:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,False,102948,RANCHO DR,SEVEN TREES BL,37.28393417,-121.8358701
3131,726792,CR-0000105332,0,0,0,0,24-189-0208,False,False,77.0,7/7/2024 3:09:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Head On,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,West Of,,False,False,40963,COASTLAND AV,CURTNER AV,37.29219582,-121.881072
3132,682041,CR-0000091552,0,1,0,0,22-006-0501,False,False,0.0,1/6/2022 1:35:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,35782,CELESTINE AV,PASCOE AV,37.29031907,-121.883903
3133,698933,CR-0000100235,1,1,0,0,23-324-0885,False,False,184.0,11/20/2023 7:47:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Head On,Non-Related,Other Vehicle,Not Applicable,Not Applicable,East Of,,False,False,35760,CELESTINE AV,CURTNER AV,37.29103852,-121.8843064
3134,726671,CR-0000105207,2,1,0,0,24-182-0556,True,False,0.0,6/30/2024 3:50:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,STOPSIGN,False,False,35760,CELESTINE AV,CURTNER AV,37.29103852,-121.8843064
3135,723849,CR-0000104245,0,0,0,0,24-114-0553,False,False,45.0,4/25/2024 4:02:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Sideswipe,Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,False,False,35760,CELESTINE AV,CURTNER AV,37.29103852,-121.8843064
3136,718495,CR-0000102601,1,1,0,0,24-067-0591,False,False,140.0,3/7/2024 2:29:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Unknown,Clear,Head On,Non-Related,Other Vehicle,Not Applicable,Not Applicable,East Of,,False,False,35760,CELESTINE AV,CURTNER AV,37.29103852,-121.8843064
3137,726673,CR-0000105209,0,0,0,0,24-182-0578,True,False,232.0,6/30/2024 4:42:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Non-Related,Fixed Object,Not Applicable,Not Applicable,West Of,"MEDIAN, TREE",True,False,41370,COLEMAN RD,MARACAIBO DR,37.23847307,-121.8849731
3138,724172,CR-0000104598,0,0,0,0,24-135-0635,False,False,50.0,5/14/2024 4:00:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,Controls Functioning,Clear,Rear End,Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,True,37542,CHERRY AV,CHERRYVIEW LN/GEOMAX CT,37.25834266,-121.8789815
3139,696026,CR-0000099161,0,0,0,0,23-203-0717,False,False,57.0,7/22/2023 7:44:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,True,True,37542,CHERRY AV,CHERRYVIEW LN/GEOMAX CT,37.25834266,-121.8789815
3140,696223,CR-0000099368,0,0,0,0,23-113-0271,False,False,583.0,4/23/2023 4:00:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dusk - Dawn,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,True,True,37542,CHERRY AV,CHERRYVIEW LN/GEOMAX CT,37.25834266,-121.8789815
3141,683237,CR-0000092871,0,0,0,0,22-154-4008,False,True,51.0,6/1/2022 8:30:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,True,37542,CHERRY AV,CHERRYVIEW LN/GEOMAX CT,37.25834266,-121.8789815
3142,685028,CR-0000093668,2,0,0,0,22-237-0473,False,False,0.0,8/25/2022 1:19:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,True,False,80585,KOCH LN,PLUMMER AV,37.27758112,-121.8955889
3143,688985,CR-0000094844,0,0,0,0,22-296-0265,False,False,0.0,10/23/2022 6:44:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dusk - Dawn,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Intersection,Fixed Object,Not Applicable,Not Applicable,At,"CURB, BUILDING COLLISION",True,False,55197,EL LISA DR,EL ZUPARKO DR,37.247914,-121.864157
3144,696166,CR-0000099309,0,0,0,0,23-024-4000,False,True,51.0,1/22/2023 1:45:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sideswipe,Non-Related,Other Vehicle,Not Applicable,Not Applicable,East Of,,False,False,49950,DELBERT WY,FRUITDALE AV,37.31104009,-121.9087239
3145,683450,CR-0000093046,0,0,0,0,22-081-0078,False,False,60.0,3/22/2022 2:11:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,True,True,49961,DELBERT WY,FRUITDALE AV,37.311041,-121.9090549
3146,682153,CR-0000091701,0,0,0,0,22-075-0670,False,False,198.0,3/15/2022 12:47:00 AM,No Pedestrians Involved,Unknown,Unknown,Unknown,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,True,49961,DELBERT WY,FRUITDALE AV,37.311041,-121.9090549
3147,689819,CR-0000095845,1,0,0,0,22-338-0533,False,False,39.0,12/4/2022 4:28:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dusk - Dawn,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,True,True,69871,HAMILTON WY,HICKS AV,37.29518598,-121.9051511
3148,724083,CR-0000104449,0,0,0,0,24-132-4003,False,True,51.0,5/11/2024 11:50:00 AM,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Unknown,Unknown,Unknown,East Of,,False,False,26036,BROOKDALE DR,HICKS AV,37.30023223,-121.9056027
3149,724212,CR-0000104573,0,0,0,0,24-068-0487,False,True,51.0,3/8/2024 1:43:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,No Controls Present/Factor,Clear,Broadside,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,False,True,52030,DOUGLAS ST,PAGE ST,37.32159784,-121.9154803
3150,720838,CR-0000103041,0,0,0,0,24-042-0793,False,False,306.0,2/11/2024 10:15:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,South Of,,True,False,52030,DOUGLAS ST,PAGE ST,37.32159784,-121.9154803
3151,682335,CR-0000091898,0,0,0,0,22-099-0107,False,False,150.0,4/9/2022 2:15:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Cloudy,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,True,True,52030,DOUGLAS ST,PAGE ST,37.32159784,-121.9154803
3152,691389,CR-0000097638,1,0,0,0,23-063-0438,False,False,415.0,3/4/2023 2:15:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Vehicle/Bike,Non-Related,Scooter Motorized,Not Applicable,Not Applicable,South Of,,False,False,52030,DOUGLAS ST,PAGE ST,37.32159784,-121.9154803
3153,695823,CR-0000098888,0,0,0,0,23-099-4001,False,True,,4/3/2023 3:35:00 PM,No Pedestrians Involved,Unknown,Unknown,Daylight,Unknown,Unknown,Unknown,Rear End,Related,Other Vehicle,Not Applicable,Not Applicable,Unknown,,False,False,82906,LEIGH AV,PARKMOOR AV,37.31728322,-121.9237933
3154,698680,CR-0000099917,1,0,0,0,23-230-0450,False,False,100.0,8/18/2023 1:00:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,No Controls Present/Factor,Clear,Broadside,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,False,82906,LEIGH AV,PARKMOOR AV,37.31728322,-121.9237933
3155,698699,CR-0000099948,0,1,0,0,23-317-0062,False,False,0.0,11/13/2023 1:48:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Vehicle/Bike,Intersection,Scooter Motorized,Not Applicable,Not Applicable,At,E.SCOOTER,True,True,82906,LEIGH AV,PARKMOOR AV,37.31728322,-121.9237933
3156,711611,CR-0000101019,0,0,0,0,23-261-0026,False,False,29.0,9/18/2023 12:27:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Rear End,Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,True,False,82906,LEIGH AV,PARKMOOR AV,37.31728322,-121.9237933
3157,682345,CR-0000091908,1,0,0,0,22-099-0851,False,False,33.0,4/9/2022 9:57:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Rear End,Related,Other Vehicle,Not Applicable,Not Applicable,East Of,,True,False,82906,LEIGH AV,PARKMOOR AV,37.31728322,-121.9237933
3158,683065,CR-0000092604,1,0,0,0,22-101-0548,False,False,0.0,4/11/2022 3:56:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,82906,LEIGH AV,PARKMOOR AV,37.31728322,-121.9237933
3159,681343,CR-0000090732,0,0,0,0,22-014-0748,False,False,0.0,1/14/2022 9:23:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,82906,LEIGH AV,PARKMOOR AV,37.31728322,-121.9237933
3160,689861,CR-0000095887,1,0,0,0,22-345-0493,False,False,0.0,12/11/2022 4:07:00 PM,No Pedestrians Involved,Wet,No Unusual Conditions,Dusk - Dawn,Violation Driver 1,Controls Functioning,Rain,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,82906,LEIGH AV,PARKMOOR AV,37.31728322,-121.9237933
3161,683539,CR-0000093137,2,0,0,0,22-206-0826,False,False,0.0,7/25/2022 7:30:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,82906,LEIGH AV,PARKMOOR AV,37.31728322,-121.9237933
3162,685068,CR-0000093716,2,0,0,0,22-240-0853,False,False,0.0,8/28/2022 8:12:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,82906,LEIGH AV,PARKMOOR AV,37.31728322,-121.9237933
3163,722517,CR-0000103840,2,0,0,0,24-107-0055,False,False,0.0,4/16/2024 1:26:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,82906,LEIGH AV,PARKMOOR AV,37.31728322,-121.9237933
3164,722427,CR-0000103722,0,0,0,0,24-097-0939,False,False,0.0,4/6/2024 11:55:00 PM,No Pedestrians Involved,Wet,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,True,82906,LEIGH AV,PARKMOOR AV,37.31728322,-121.9237933
3165,726516,CR-0000105050,0,0,0,0,24-175-0416,False,False,32.0,6/23/2024 11:57:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,,False,False,82906,LEIGH AV,PARKMOOR AV,37.31728322,-121.9237933
3166,699087,CR-0000100402,0,0,0,0,23-162-4003,False,True,51.0,6/10/2023 9:30:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Non-Related,Other Vehicle,Not Applicable,Not Applicable,Unknown,,False,False,40490,CLIFTON AV,PARKMOOR AV,37.31727347,-121.9248779
3167,691349,CR-0000097597,0,0,0,0,23-065-9705,False,True,0.0,3/2/2023 9:10:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,No Controls Present/Factor,Clear,Sideswipe,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,40490,CLIFTON AV,PARKMOOR AV,37.31727347,-121.9248779
3168,689120,CR-0000095001,0,0,0,0,22-316-0164,False,False,195.0,11/12/2022 5:38:00 AM,No Pedestrians Involved,Slippery (Muddy Oily etc.),No Unusual Conditions,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Rear End,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,True,False,143875,HAGA DR,HAGA WY,37.28711993,-121.8360397
3169,722411,CR-0000103706,0,0,0,0,24-101-4002,False,True,51.0,4/3/2024 11:15:00 PM,No Pedestrians Involved,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rear End,Non-Related,Other Vehicle,Not Applicable,Not Applicable,East Of,,False,False,38246,CHESBRO AV,SHADOWCREST WY,37.25327541,-121.8438673
3170,722513,CR-0000103828,0,0,0,0,24-110-9702,False,True,0.0,4/14/2024 6:50:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - No Street Light,Unknown,No Controls Present/Factor,Clear,Sideswipe,Intersection,Parked Vehicle,Not Applicable,Not Applicable,At,,False,False,17973,BESWICK DR,PENTZ WY,37.24664471,-121.8069349
3171,683354,CR-0000092943,0,0,0,0,22-176-1000,False,False,90.0,6/25/2022 10:51:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Unknown,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,South Of,,True,False,17973,BESWICK DR,PENTZ WY,37.24664471,-121.8069349
3172,682795,CR-0000092373,0,0,0,0,22-169-0137,True,False,29.0,6/18/2022 3:00:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Head On,Related,Fixed Object,Not Applicable,Not Applicable,East Of,"TREE, CITY LIGHT POLE",True,False,17973,BESWICK DR,PENTZ WY,37.24664471,-121.8069349
3173,682571,CR-0000092138,0,0,0,0,22-125-0650,False,False,0.0,5/5/2022 5:14:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,74931,HUSTED AV,MERIDIAN AV,37.27450725,-121.9083216
3174,692555,CR-0000097846,1,0,0,0,23-096-0365,False,False,0.0,4/6/2023 11:17:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,74931,HUSTED AV,MERIDIAN AV,37.27450725,-121.9083216
3175,722475,CR-0000103771,1,1,1,0,24-100-0726,False,False,0.0,4/9/2024 7:19:00 PM,No Pedestrians Involved,Dry,Unknown,Daylight,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,74931,HUSTED AV,MERIDIAN AV,37.27450725,-121.9083216
3176,683034,CR-0000092606,0,0,0,0,22-109-9705,False,True,50.0,4/18/2022 12:00:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Unknown,No Controls Present/Factor,Clear,Sideswipe,Related,Parked Vehicle,Not Applicable,Not Applicable,East Of,,False,False,76658,JARVIS AV,LANSING AV,37.25326189,-121.8857882
3177,694772,CR-0000098809,1,0,0,0,23-233-0070,True,False,778.0,8/21/2023 2:13:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,Controls Functioning,Clear,Sideswipe,Non-Related,Parked Vehicle,Not Applicable,Not Applicable,North Of,TREESx2,True,False,30249,CAMDEN AV,NORA WY,37.24355135,-121.9062565
3178,681586,CR-0000090983,0,0,0,0,22-044-0145,True,False,23.0,2/13/2022 4:56:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Head On,Related,Fixed Object,Not Applicable,Not Applicable,South Of,CURB/BUSH,True,False,109284,SILVERWOOD DR,WOODFORD DR,37.26190151,-121.9119349
3179,681648,CR-0000091045,1,1,0,0,22-077-0667,False,False,0.0,3/18/2022 4:56:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Violation Driver 1,Controls Functioning,Clear,Broadside,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,73017,HILLSDALE AV,KIRK RD,37.26681532,-121.9082708
3180,696480,CR-0000099658,2,0,0,0,23-320-0609,False,False,220.0,11/16/2023 5:36:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Broadside,Non-Related,Other Vehicle,Not Applicable,Not Applicable,North Of,,False,False,73017,HILLSDALE AV,KIRK RD,37.26681532,-121.9082708
3181,722445,CR-0000103764,1,0,0,0,24-102-9705,False,True,0.0,4/10/2024 5:30:00 PM,No Pedestrians Involved,Dry,No Unusual Conditions,Daylight,Unknown,Controls Functioning,Clear,Rear End,Intersection,Other Vehicle,Not Applicable,Not Applicable,At,,False,False,73017,HILLSDALE AV,KIRK RD,37.26681532,-121.9082708
3182,682806,CR-0000092370,1,0,0,0,22-156-0150,True,False,410.0,6/5/2022 2:54:00 AM,No Pedestrians Involved,Dry,No Unusual Conditions,Dark - Street Light,Violation Driver 1,No Controls Present/Factor,Clear,Hit Object,Non-Related,Fixed Object,Not Applicable,Not Applicable,North Of,SIGN,False,False,30535,CAMDEN AV,VISTA LOOP,37.22756009,-121.9041404
